detector,mean_n_detect,mean_n_TP,mean_n_FP,mean_delay,std_n_detect,std_n_TP,std_n_FP,std_delay
PH1,1915.55,94.15,1821.4,95.99574541033128,33.82377122675708,2.4140215409146624,32.44749605131342,8.399492447481919
PH2,131.45,50.5,80.95,44.96607386771835,15.272442502756395,1.396424004376894,14.616685670835231,8.553480321030001
PH3,3985.55,100.0,3885.55,24.115999999999996,30.75300798295998,0.0,30.75300798295998,3.453607389382875
PH4,2281.65,99.1,2182.55,63.20385508142651,33.84268754103314,0.7681145747868607,33.85184633073948,6.552990813790035
PH5,1055.8,78.35,977.45,111.34937630244573,34.7816043333254,3.1666228067138023,33.5849296560228,9.73236006334648
PH6,61.0,48.9,12.1,48.00101619264727,2.7202941017470885,0.8888194417315588,2.4879710609249455,3.6874576120414804
PH7,2944.9,99.75,2845.15,44.61458524015667,28.994654679785373,0.5361902647381804,28.888189628289272,5.1895384917948535
PH8,1359.4,91.65,1267.75,101.29670842008522,36.76737684415357,2.3510635891017495,35.542755942667135,9.30177847046767
PH9,1700.85,94.4,1606.45,99.62521884487816,33.557823230954654,1.854723699099141,33.109628508939814,11.300532637323792
PH10,126.45,50.35,76.1,45.203317817620515,13.380863200855167,1.3518505834595775,12.84484332329515,9.080514411429746
PH11,2835.0,100.0,2735.0,29.034499999999998,22.84075305238424,0.0,22.84075305238424,3.5105348239264056
PH12,1793.7,99.15,1694.55,66.76630663780664,19.730940170199695,0.653834841531101,19.48711112504878,7.024143713317828
PH13,988.2,78.4,909.8,112.14936600419898,33.317562936085224,3.023243291566194,32.231351197242724,10.360893591498574
PH14,60.2,48.9,11.3,48.073847825300334,2.619160170741759,0.8888194417315588,2.4515301344262523,3.8164789877382757
PH15,2260.1,99.75,2160.35,48.68087703566275,20.488777415941637,0.5361902647381804,20.553041137505662,6.052742888585317
PH16,1144.35,91.95,1052.4,106.1975917296738,25.0784269841631,2.0609463845524947,24.52223480843457,9.910406187714901
ADWIN1,100.6,99.75,0.85,89.49846464646464,0.8602325267042626,0.4330127018922193,0.9630680142129111,2.3215683917497847
ADWIN2,100.5,99.8,0.7,91.90141414141415,0.6708203932499369,0.4,0.7810249675906654,2.4052609006093295
ADWIN3,100.15,99.85,0.3,94.43745454545453,0.3570714214271425,0.3570714214271425,0.5567764362830021,1.9072857998030603
ADWIN4,100.15,99.95,0.2,98.7509898989899,0.3570714214271425,0.21794494717703367,0.4,2.595683875150506
ADWIN5,100.05,100.0,0.05,104.904,0.21794494717703367,0.0,0.21794494717703364,2.759431825575693
ADWIN6,100.05,100.0,0.05,111.68799999999999,0.21794494717703367,0.0,0.21794494717703364,3.1684848113885593
ADWIN7,100.0,100.0,0.0,120.792,0.0,0.0,0.0,3.339786819544025
ADWIN8,100.0,100.0,0.0,126.92,0.0,0.0,0.0,3.512719744016023
ADWIN9,100.0,100.0,0.0,147.752,0.0,0.0,0.0,3.5473843885319223
DDM1,158.55,37.45,121.1,240.73977097977772,11.745105363512069,3.007906248539007,11.175419455215092,13.729664816476705
DDM2,158.55,37.45,121.1,240.73977097977772,11.745105363512069,3.007906248539007,11.175419455215092,13.729664816476705
DDM3,1957.35,54.55,1902.8,51.35817661157321,20.364859439730978,2.519424537468824,19.76006072865162,3.8860088643583808
DDM4,859.3,50.35,808.95,107.92162971342381,19.892460883460345,0.5722761571129799,19.91350044567755,7.228421377362371
DDM5,221.1,24.65,196.45,199.28739930977207,26.03824110803186,3.0540956108150903,23.457354923349737,19.360691012017625
DDM6,2.8,1.25,1.55,325.1166666666667,1.2884098726725126,0.9937303457175896,0.9205976319760986,111.56899459776248
DDM7,2.8,1.25,1.55,325.1166666666667,1.2884098726725126,0.9937303457175896,0.9205976319760986,111.56899459776248
DDM8,411.95,49.15,362.8,172.9225807823129,13.767625067527078,0.7921489758877429,13.625710990623572,14.286378005687173
DDM9,73.5,24.05,49.45,282.4096802101408,6.48459713474939,2.8892040426387333,5.962172422867356,23.370042504020326
