detector,mean_n_detect,mean_n_TP,mean_n_FP,mean_delay,std_n_detect,std_n_TP,std_n_FP,std_delay
PH1,2290.6,100.0,2190.6,33.298,31.011933187081386,0.0,31.011933187081386,3.3047898571618743
PH2,411.95,89.45,322.5,162.59958893175732,15.631618598213047,3.2011716605018234,14.742794850366737,12.599725853369748
PH3,4191.35,100.0,4091.35,15.8195,45.81623620508345,0.0,45.816236205083456,1.548119746660445
PH4,2717.8,100.0,2617.8,28.392500000000002,37.29155400355421,0.0,37.29155400355421,2.9295543603080656
PH5,1487.45,100.0,1387.45,56.6485,34.489817337875245,0.0,34.489817337875245,6.616772079345034
PH6,133.8,49.8,84.0,226.50924384752747,12.245815611873306,4.019950248448356,10.667708282475669,18.01658356663074
PH7,3325.2,100.0,3225.2,21.938499999999998,39.03664944638564,0.0,39.03664944638564,2.0399124368462482
PH8,1865.1,100.0,1765.1,43.979,28.78871306606115,0.0,28.78871306606115,4.446857204813305
PH9,1941.2,100.0,1841.2,34.4125,25.498235233050934,0.0,25.498235233050934,3.3810647361445176
PH10,398.25,89.5,308.75,162.90965316689272,14.459858228903906,3.138470965295043,13.630388842582592,11.479581419846987
PH11,2799.45,100.0,2699.45,20.082,18.972282414090298,0.0,18.972282414090298,1.236452991423451
PH12,2023.45,100.0,1923.45,31.247999999999998,17.74394262840139,0.0,17.74394262840139,2.629679828420182
PH13,1339.2,100.0,1239.2,57.146,24.459354038894812,0.0,24.459354038894812,6.510989479334152
PH14,131.4,49.8,81.6,226.7600843278019,11.947384651043926,4.019950248448356,10.37978805178603,17.875777259026144
PH15,2397.6,100.0,2297.6,24.586000000000002,23.565652972069326,0.0,23.565652972069326,1.868048179250203
PH16,1524.3,100.0,1424.3,45.66599999999999,27.4228007322374,0.0,27.4228007322374,5.013065329715941
ADWIN1,3.0,1.65,1.35,199.36458333333334,2.1908902300206643,1.2359207094308275,1.5898113095584647,85.97133361762545
ADWIN2,2.75,1.3,1.45,219.52380952380955,2.0463381929681126,1.1445523142259597,1.3219304066402287,98.38067579364615
ADWIN3,2.8,1.5,1.3,233.1888888888889,2.3366642891095846,1.161895003862225,1.5524174696260025,95.19346512481377
ADWIN4,1.6,1.0,0.6,261.8974358974359,1.4966629547095764,1.0488088481701516,0.7348469228349533,109.46079067081546
ADWIN5,1.1,0.65,0.45,309.875,1.1357816691600546,1.0136567466356647,0.5894913061275798,102.6516408782636
ADWIN6,0.65,0.4,0.25,118.33333333333334,0.852936105461599,0.8,0.4330127018922193,104.86647594812072
ADWIN7,0.25,0.2,0.05,259.6666666666667,0.5361902647381804,0.5099019513592785,0.21794494717703364,57.55770051773167
ADWIN8,0.1,0.05,0.05,359.0,0.30000000000000004,0.21794494717703364,0.21794494717703364,0.0
ADWIN9,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan
DDM1,0.05,0.05,0.0,58.0,0.21794494717703367,0.21794494717703367,0.0,0.0
DDM2,0.05,0.05,0.0,58.0,0.21794494717703367,0.21794494717703367,0.0,0.0
DDM3,45.9,19.85,26.05,238.60133257587336,6.833008122342604,4.881342028581894,4.543952024394624,43.604221290422934
DDM4,0.8,0.15,0.65,260.75,1.1224972160321824,0.47696960070847283,0.9630680142129111,1.75
DDM5,0.35,0.1,0.25,184.5,0.5722761571129799,0.30000000000000004,0.4330127018922193,121.5
DDM6,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan
DDM7,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan
DDM8,0.05,0.0,0.05,nan,0.21794494717703364,0.0,0.21794494717703364,nan
DDM9,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan
DDM10,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan
SeqDrift21,0.7,0.25,0.45,243.0,0.714142842854285,0.4330127018922193,0.6689544080129828,141.92955999368138
SeqDrift22,0.55,0.15,0.4,192.33333333333334,0.6689544080129827,0.3570714214271425,0.66332495807108,110.25223605694151
SeqDrift23,0.45,0.15,0.3,192.33333333333334,0.6689544080129828,0.3570714214271425,0.6403124237432849,110.25223605694151
SeqDrift24,0.25,0.1,0.15,194.0,0.4330127018922193,0.30000000000000004,0.3570714214271425,135.0
SeqDrift25,0.1,0.05,0.05,59.0,0.30000000000000004,0.21794494717703364,0.21794494717703364,0.0
SeqDrift26,0.1,0.05,0.05,59.0,0.30000000000000004,0.21794494717703364,0.21794494717703364,0.0
SeqDrift27,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan
SeqDrift28,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan
SeqDrift29,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan
SeqDrift210,1.3,0.55,0.75,267.0,1.2688577540449522,0.5894913061275798,0.82915619758885,95.37295214053091
SeqDrift211,0.9,0.4,0.5,239.0,0.9949874371066201,0.5830951894845301,0.5916079783099616,98.27076298239908
SeqDrift212,0.5,0.2,0.3,224.0,0.7416198487095663,0.4,0.45825756949558394,74.33034373659252
SeqDrift213,0.4,0.15,0.25,199.0,0.66332495807108,0.3570714214271425,0.4330127018922193,69.7614984548545
SeqDrift214,0.15,0.05,0.1,189.0,0.4769696007084729,0.21794494717703367,0.30000000000000004,0.0
SeqDrift215,0.05,0.0,0.05,nan,0.21794494717703367,0.0,0.21794494717703367,nan
SeqDrift216,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan
SeqDrift217,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan
SeqDrift218,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan
