detector,mean_n_detect,mean_n_TP,mean_n_FP,mean_delay,std_n_detect,std_n_TP,std_n_FP,std_delay
PH1,2367.95,99.7,2268.25,55.04413502370646,39.48477554703838,0.5567764362830021,39.326676696613966,5.052788255578725
PH2,425.75,67.05,358.7,117.12855160304625,22.969272953230366,3.2167530212933664,22.452394081700948,13.465924539793061
PH3,4479.55,100.0,4379.55,17.4055,38.25372530878529,0.0,38.25372530878529,1.6852640000901937
PH4,3021.7,100.0,2921.7,29.642499999999995,31.62767775224732,0.0,31.62767775224732,2.929789881544409
PH5,1522.85,97.15,1425.7,95.61552723622579,35.59813899630148,1.0136567466356645,35.168309598273275,10.93730818746051
PH6,151.1,51.65,99.45,84.21139923513348,10.606130302801299,2.1742814905158903,10.533161918436459,14.434870056633029
PH7,3569.75,100.0,3469.75,24.3385,41.62916645814566,0.0,41.62916645814566,2.769973420450095
PH8,2188.7,99.95,2088.75,51.84378787878787,28.90691958683941,0.21794494717703367,28.87018358098888,5.726994468549061
PH9,2031.65,99.75,1931.9,57.66438291074005,39.745785940147165,0.5361902647381804,39.58648759362214,5.97546296791744
PH10,407.0,66.9,340.1,117.01399458845012,18.212632978237934,3.064310689208912,18.36273400123195,13.421372607391607
PH11,3025.95,100.0,2925.95,21.95,16.734619804465233,0.0,16.734619804465233,1.4884656529460127
PH12,2211.55,100.0,2111.55,35.59750000000001,17.45415423330503,0.0,17.45415423330503,2.5135271532251253
PH13,1371.55,97.45,1274.1,95.92053690524986,26.264948124829793,1.0712142642814275,25.938195773800455,10.35530690285674
PH14,147.4,51.7,95.7,84.39366490037396,10.447009141376302,2.1702534414210706,10.431203190428226,14.325783381675539
PH15,2582.15,100.0,2482.15,29.136499999999995,16.066346815626755,0.0,16.066346815626755,1.9890532295542016
PH16,1733.7,99.95,1633.75,56.27259595959597,17.38706415701052,0.21794494717703367,17.305707151110585,5.607716010034662
ADWIN1,100.5,99.75,0.75,160.12605895691613,0.6708203932499369,0.5361902647381804,0.698212002188447,3.7828625392425206
ADWIN2,100.2,99.9,0.3,165.16727272727275,0.5099019513592784,0.30000000000000004,0.5567764362830021,4.45346759354717
ADWIN3,100.2,99.85,0.35,171.7385454545455,0.5099019513592784,0.3570714214271425,0.5722761571129799,4.80680079031487
ADWIN4,100.2,99.95,0.25,180.4947474747475,0.39999999999999997,0.21794494717703367,0.4330127018922193,5.107300038803136
ADWIN5,100.1,99.85,0.25,195.52367676767673,0.30000000000000004,0.3570714214271425,0.6224949798994366,5.052998175597895
ADWIN6,100.0,99.9,0.1,210.9641212121212,0.0,0.30000000000000004,0.30000000000000004,5.69802875405813
ADWIN7,100.0,99.7,0.3,230.71698536384253,0.0,0.5567764362830021,0.5567764362830021,5.882660695545886
ADWIN8,100.0,99.3,0.7,244.52776004947432,0.0,0.5567764362830021,0.5567764362830021,4.980515928817318
ADWIN9,99.9,96.95,2.95,290.8620144655948,0.30000000000000004,1.6575584454250776,1.5960889699512368,5.373576526359651
DDM1,24.5,8.45,16.05,256.9830375180375,4.674398357008098,2.2907422377910613,3.5703641270884403,33.342992732024726
DDM2,24.5,8.45,16.05,256.9830375180375,4.674398357008098,2.2907422377910613,3.5703641270884403,33.342992732024726
DDM3,1094.4,61.15,1033.25,89.64304199648845,20.662526467012693,2.632014437650371,21.542690175556068,11.02648464257831
DDM4,241.0,44.65,196.35,200.8573159847505,14.89966442575134,1.9563997546513852,14.015259540943221,14.122684434394223
DDM5,78.5,23.0,55.5,260.4950003267748,10.370631610466162,4.242640687119285,9.35147047260483,24.071606561314645
DDM6,0.05,0.0,0.05,nan,0.21794494717703367,0.0,0.21794494717703367,nan
DDM7,0.05,0.0,0.05,nan,0.21794494717703367,0.0,0.21794494717703367,nan
DDM8,54.5,17.65,36.85,259.7707826093755,7.526619427073485,3.395217224272992,6.459682654743962,23.52360090371202
DDM9,3.8,1.5,2.3,271.20098039215685,2.039607805437114,1.02469507659596,1.3076696830622019,121.77989982877637
DDM10,0.4,0.15,0.25,238.66666666666666,0.48989794855663565,0.3570714214271425,0.4330127018922193,112.17347676206212
SeqDrift21,103.75,99.15,4.6,107.115873015873,2.277608394786075,0.653834841531101,2.3958297101421877,2.620191678078223
SeqDrift22,103.4,99.35,4.05,108.20874046588332,2.1071307505705477,0.6538348415311009,2.3339880033967613,2.9812120220053453
SeqDrift23,103.05,99.45,3.6,109.75724592867451,1.961504524593303,0.6689544080129826,2.244994432064365,3.2035017969529953
SeqDrift24,102.35,99.55,2.8,112.96123479694909,1.7399712641305314,0.5894913061275798,1.9390719429665317,3.845367960356913
SeqDrift25,101.15,99.6,1.55,120.33030303030303,1.194780314534852,0.4898979485566356,1.3955285736952865,5.051920104794816
SeqDrift26,100.15,99.25,0.9,129.7464925870708,1.3518505834595773,1.299038105676658,0.9949874371066199,5.939203818894504
SeqDrift27,97.4,96.55,0.85,144.3499364566792,3.652396473549935,4.165033013074447,0.9096702699330126,6.830990469964212
SeqDrift28,91.15,89.7,1.45,157.09468367940423,7.715406664590015,8.319254774317228,1.2439855304624727,7.449733922246314
SeqDrift29,13.45,12.05,1.4,209.00315656565652,8.015453823708299,7.22824321671594,1.3928388277184118,27.29212211228308
SeqDrift210,102.85,99.5,3.35,170.3458462172748,1.8781639970992945,0.6708203932499369,2.0316249653910043,6.07531096765655
SeqDrift211,102.5,99.6,2.9,172.48930117501544,1.8027756377319946,0.6633249580710798,1.997498435543818,6.354761608314157
SeqDrift212,102.1,99.75,2.35,175.13514739229026,1.445683229480096,0.5361902647381804,1.620956507744733,6.352744119284804
SeqDrift213,101.75,99.75,2.0,179.53817769532057,1.2599603168354152,0.5361902647381804,1.378404875209022,6.509433918040562
SeqDrift214,101.1,100.0,1.1,187.8,1.1357816691600546,0.0,1.1357816691600549,6.305553108173778
SeqDrift215,100.35,100.0,0.35,197.1,0.5722761571129799,0.0,0.5722761571129797,6.1473571557214735
SeqDrift216,100.05,99.95,0.1,206.60202020202024,0.21794494717703367,0.21794494717703367,0.30000000000000004,4.628772200979692
SeqDrift217,100.0,99.95,0.05,211.80404040404042,0.31622776601683794,0.21794494717703367,0.21794494717703364,5.1109218633866345
SeqDrift218,99.85,99.8,0.05,231.46122448979594,0.4769696007084729,0.6,0.21794494717703364,3.810113899876113
