PH1,mean,std
med_sev,4.05,0.21794494717703364
kurto_sev,15.820800365284253,10.146658563292595
skew_sev,2.8800841027015704,0.6783704605004411
perc10_sev,0.0,0.0
perc90_sev,13.1,0.3000000000000001
med_mag,4.260079425582495,0.04151250087302666
kurto_mag,-0.9957110189241385,0.044850535053176696
skew_mag,-0.18764633635869496,0.04126540346839945
perc10_mag,2.949386001800126,0.07739344128292663
perc90_mag,5.378140143259103,0.02233700749173588
med_interv,49.1,1.3656500283747663
kurto_interv,56.95784205520446,9.082852352920524
skew_interv,7.195067150725707,0.46135316619604577
perc10_interv,18.175,0.48153400710645555
perc90_interv,156.29500000000002,4.625199995675861
,,
PH2,mean,std
med_sev,5.2,0.8717797887081349
kurto_sev,13.725479625317226,8.187393434648438
skew_sev,3.07507023374481,0.9908200562534104
perc10_sev,1.2100000000000002,0.3618010503025108
perc90_sev,15.705000000000002,1.85512128983525
med_mag,5.103687498600582,0.048722855295230544
kurto_mag,2.297830204331395,2.3413071148582913
skew_mag,-1.031014559198451,0.4705880499063802
perc10_mag,4.446756034291129,0.10182746568174302
perc90_mag,5.563838542084527,0.059313796311640084
med_interv,555.875,797.0322746758753
kurto_interv,-1.9698222973155588,0.0205226974142494
skew_interv,0.08785117073455964,0.10326932127619375
perc10_interv,44.54,7.31220896856757
perc90_interv,2971.1349999999998,16.193031680324772
,,
PH3,mean,std
med_sev,5.0,0.0
kurto_sev,1.8272848941731457,6.314091975044344
skew_sev,0.7758056370857515,0.375234899367345
perc10_sev,1.0,0.0
perc90_sev,12.0,0.0
med_mag,4.12310562561766,8.881784197001252e-16
kurto_mag,-1.0023871858512863,0.03897167581447184
skew_mag,-0.08185116513887397,0.024459488193101737
perc10_mag,2.837005768508882,0.037393441234203344
perc90_mag,5.324284386881044,0.0446740149834717
med_interv,25.65,0.57227615711298
kurto_interv,160.70022483454662,292.0456527731201
skew_interv,6.308891802330371,6.375407668303089
perc10_interv,14.0,0.0
perc90_interv,69.75,1.1779218989389746
,,
PH4,mean,std
med_sev,5.2,0.39999999999999997
kurto_sev,0.0801618154340103,1.29696017838674
skew_sev,0.5375156768440119,0.2335552049677411
perc10_sev,1.0,0.0
