PH1,mean,std
med_sev,3.1,0.3
kurto_sev,2.3044957557381105,1.135542076398622
skew_sev,1.2944632276976809,0.1441666917658579
perc10_sev,0.0,0.0
perc90_sev,10.95,0.21794494717703364
med_mag,4.663455743606531,0.0466961178605473
kurto_mag,-0.05470569351287975,0.11561747428062005
skew_mag,-0.33927320421012597,0.04628803258913157
perc10_mag,3.898386676965935,0.0508066615170332
perc90_mag,5.253362542360163,0.04671186709157305
med_interv,39.1,0.5385164807134505
kurto_interv,94.17325346147489,101.27148501519314
skew_interv,5.614393320510038,3.1653507593221732
perc10_interv,16.6,0.48989794855663565
perc90_interv,98.525,1.6693936024796547
,,
PH2,mean,std
med_sev,4.95,0.38405728739343037
kurto_sev,16.063834746704675,16.941768198020277
skew_sev,3.0114881102502293,1.3141755496173262
perc10_sev,1.05,0.21794494717703372
perc90_sev,14.435000000000002,1.2442969902720171
med_mag,4.893715715062675,0.039325566094008675
kurto_mag,0.35952494301389376,0.5198172765261991
skew_mag,-0.4835551444956474,0.1748133786028144
perc10_mag,4.287236275587508,0.06680718130260999
perc90_mag,5.378528383329722,0.036430186079061795
med_interv,151.075,9.865691815579888
kurto_interv,1.217690945042685,0.5895411039891891
skew_interv,1.6869702664905013,0.15279949188744163
perc10_interv,37.99,4.784548045531573
perc90_interv,2360.2650000000003,130.19036936348226
,,
PH3,mean,std
med_sev,4.95,0.21794494717703364
kurto_sev,-1.0664214885387844,0.02795102485948151
skew_sev,0.41170218352341176,0.03032951267487704
perc10_sev,1.0,0.0
perc90_sev,11.9,0.30000000000000004
med_mag,4.647279733876393,0.0528306265508468
kurto_mag,-0.08406886993574884,0.07548418415161519
skew_mag,-0.32102998120274534,0.03159635060974531
perc10_mag,3.8920358442763052,0.04535401711463686
perc90_mag,5.248595032389035,0.04743612527552377
med_interv,20.95,0.21794494717703367
kurto_interv,7.060962747975364,1.3805312253429434
skew_interv,2.1934648788972497,0.134338575084036
perc10_interv,14.0,0.0
perc90_interv,46.68000000000002,0.5878775382679294
,,
PH4,mean,std
med_sev,5.0,0.0
kurto_sev,-1.0838299626418517,0.044365809626691136
skew_sev,0.3791539052758257,0.03153628146845937
perc10_sev,1.0,0.0
perc90_sev,11.935000000000013,0.22422087324777235
med_mag,4.587967698199218,0.023503197241134775
kurto_mag,-0.17474220299577053,0.10093986559657415
skew_mag,-0.3035668425924109,0.037091073085164177
perc10_mag,3.8729833462074184,1.3322676295501878e-15
perc90_mag,5.262897562302418,0.04369495063829674
med_interv,31.95,0.6689544080129827
kurto_interv,21.669067080292024,21.599567985448175
skew_interv,3.056040257956131,0.9235726714543994
perc10_interv,15.0,0.0
perc90_interv,81.01500000000001,1.6864978505767414
,,
PH5,mean,std
med_sev,3.85,0.3570714214271425
kurto_sev,7.452321004489098,3.5292390620765595
skew_sev,2.0057885957395656,0.30618577007688563
perc10_sev,0.0,0.0
perc90_sev,11.420000000000005,0.48124837662063846
med_mag,4.690415759823428,1.7763568394002505e-15
kurto_mag,-0.01850280586349109,0.19536848137020682
skew_mag,-0.37128898612294803,0.05983481205017107
perc10_mag,3.9383969229105986,0.06213114106277613
perc90_mag,5.271955831247561,0.0379578832718458
med_interv,58.65,1.620956507744733
kurto_interv,89.46103625885269,15.835055143286782
skew_interv,7.712716204536823,0.7345058208903553
perc10_interv,20.494999999999997,0.5877712139940167
perc90_interv,165.18,5.916130492137554
,,
PH6,mean,std
med_sev,4.875,0.8042853971072706
kurto_sev,11.262610796176663,7.955651936186675
skew_sev,2.9302841217830458,0.9230241210898221
perc10_sev,1.34,0.442040722106007
perc90_sev,19.015000000000008,2.7046765056102355
med_mag,5.00217533771369,0.055850962104710015
kurto_mag,0.663958449754592,0.7178693081219775
skew_mag,-0.48250553548286695,0.3263178153888973
perc10_mag,4.48929474605701,0.07369777731046225
perc90_mag,5.441751739800779,0.04165767160084007
med_interv,752.55,683.2590266509475
kurto_interv,-1.8941295306975205,0.04401623470029384
skew_interv,0.15717375324768795,0.12498856637278079
perc10_interv,64.735,15.23953001243805
perc90_interv,2956.5099999999998,25.415269032611043
,,
PH7,mean,std
med_sev,4.9,0.30000000000000004
kurto_sev,-1.0180946276880172,0.05984620346139467
skew_sev,0.43251827918243296,0.028279967254449947
perc10_sev,1.0,0.0
perc90_sev,11.9,0.3
med_mag,4.647279733876393,0.0528306265508468
kurto_mag,-0.10004568550443367,0.0940893632315043
skew_mag,-0.3220432417735486,0.03278362687142098
perc10_mag,3.8729833462074184,1.3322676295501878e-15
perc90_mag,5.253362542360163,0.04671186709157305
med_interv,26.6,0.48989794855663565
kurto_interv,8.706401676330529,4.453187365038096
skew_interv,2.2479765526072417,0.25521336483272217
perc10_interv,14.0,0.0
perc90_interv,64.64500000000001,0.9562818622142801
,,
PH8,mean,std
med_sev,5.0,0.0
kurto_sev,-0.7482561100984624,0.43318917367093046
skew_sev,0.4278153164595861,0.06476694160816952
perc10_sev,1.0,0.0
perc90_sev,12.0,0.0
med_mag,4.587967698199218,0.023503197241134775
kurto_mag,-0.21513424675353213,0.11238237177833803
skew_mag,-0.29321681086430873,0.04197715176136209
perc10_mag,3.8729833462074184,1.3322676295501878e-15
perc90_mag,5.272432582244673,0.03814007976901976
med_interv,42.725,1.042532973099652
kurto_interv,94.82833590473848,41.49676082614635
skew_interv,7.077613986029659,1.7865086756612285
perc10_interv,17.1,0.2999999999999999
perc90_interv,124.57000000000002,3.038766196995093
,,
PH9,mean,std
med_sev,5.85,0.3570714214271424
kurto_sev,-0.36701704644924604,0.10675378023690803
skew_sev,0.9042933158001946,0.04841177482463376
perc10_sev,1.0,0.0
perc90_sev,22.825,0.36314597615834876
med_mag,4.641887730633013,0.05364975488000745
kurto_mag,-0.0669159984310631,0.10314528044791309
skew_mag,-0.32796104905099716,0.04331709641823126
perc10_mag,3.885685011586676,0.03810499613777489
perc90_mag,5.253362542360162,0.04671186709157306
med_interv,44.7,0.6403124237432848
kurto_interv,86.76203620736563,104.84026108818712
skew_interv,5.603263440674978,3.279117035532598
perc10_interv,29.0,0.0
perc90_interv,103.78000000000002,1.783984304863694
,,
PH10,mean,std
med_sev,7.275,0.7980444849756185
kurto_sev,6.104254762069823,11.384714250312923
skew_sev,1.6027910754015526,1.015635344578327
perc10_sev,1.575,0.48153400710645555
perc90_sev,24.0,1.1162437009900672
med_mag,4.896188041728016,0.04700708737108099
kurto_mag,0.37197122050557974,0.5431825849098261
skew_mag,-0.47011283129952874,0.17732989509521713
perc10_mag,4.28898014943383,0.06818561257752608
perc90_mag,5.379481019350656,0.03340899528703661
med_interv,158.975,11.859041909024523
kurto_interv,1.0353710614289384,0.5499908706105286
skew_interv,1.635605035557365,0.14608238587908803
perc10_interv,47.71,4.451842315266793
perc90_interv,2384.6050000000005,118.03109960938265
,,
PH11,mean,std
med_sev,11.275,0.4322904116447645
kurto_sev,-1.1953855887237614,0.034194339628469274
skew_sev,0.27200005310084463,0.03663541728224823
perc10_sev,1.95,0.2179449471770337
perc90_sev,25.0,0.0
med_mag,4.598751704685977,0.03850660524906559
kurto_mag,-0.10118212430654713,0.06823401396946027
skew_mag,-0.3137309355398131,0.03507721377609191
perc10_mag,3.8729833462074184,1.3322676295501878e-15
perc90_mag,5.224757482533398,0.04369495063829673
med_interv,31.0,0.0
kurto_interv,9.003904317649132,1.6792639510488607
skew_interv,2.560467742693717,0.1581659570414477
perc10_interv,29.0,0.0
perc90_interv,56.025,0.7154544010627092
,,
PH12,mean,std
med_sev,11.95,0.21794494717703367
kurto_sev,-1.22328070144976,0.01810589581022647
skew_sev,0.20575575713322475,0.02129431362273187
perc10_sev,2.0,0.0
perc90_sev,25.04000000000001,0.17435595774166665
med_mag,4.590663699820908,0.02571821634013509
kurto_mag,-0.16069279665921393,0.09959514909564454
skew_mag,-0.30255780957594214,0.041458081005384076
perc10_mag,3.8729833462074184,1.3322676295501878e-15
perc90_mag,5.23906001244678,0.047436125275523766
med_interv,44.85,0.4769696007084729
kurto_interv,41.26759863866611,99.63824556404788
skew_interv,3.5753537657542025,2.7932065809966193
perc10_interv,29.1,0.3
perc90_interv,93.45,1.7741194999210173
,,
PH13,mean,std
med_sev,5.25,0.4330127018922193
kurto_sev,0.33866897550999947,0.4917365917257578
skew_sev,1.0925212912374413,0.10255399292387012
perc10_sev,1.0,0.0
perc90_sev,22.135,0.6605111656891184
med_mag,4.687719758201738,0.01175159862056738
kurto_mag,-0.012063510485810669,0.1990128376784831
skew_mag,-0.371597322893729,0.0614450690019944
perc10_mag,3.9326811734899323,0.060795748790900966
perc90_mag,5.25813005233129,0.045479146546046643
med_interv,64.95,1.6650825805346712
kurto_interv,84.82637194696215,12.653816393072955
skew_interv,7.6188188152953655,0.5897344204093936
perc10_interv,29.49,0.4918333050943179
perc90_interv,171.95000000000002,6.002957604381366
,,
PH14,mean,std
med_sev,6.65,1.0012492197250393
kurto_sev,7.1364702275354945,7.462325744150921
skew_sev,2.1439240395741406,1.0506664315912129
perc10_sev,1.6,0.48062459362791665
perc90_sev,25.315000000000005,1.304329329578997
med_mag,4.9996998498738705,0.054785136407517025
kurto_mag,0.6327904209846696,0.6859115053452969
skew_mag,-0.47830223315871223,0.32354921930929903
perc10_mag,4.483122655856823,0.07775537932370344
perc90_mag,5.441291435961193,0.04606532204833865
med_interv,820.225,743.4305360119396
kurto_interv,-1.9041202559916364,0.03667628436569521
skew_interv,0.12879951741897816,0.11933568481535443
perc10_interv,73.78500000000001,14.840359665452855
perc90_interv,2956.7799999999997,24.2150696881095
,,
PH15,mean,std
med_sev,11.2,0.39999999999999997
kurto_sev,-1.197332016162046,0.03207850764470894
skew_sev,0.2782609534383542,0.03844164874998299
perc10_sev,2.0,0.0
perc90_sev,25.0,0.0
med_mag,4.609535711172737,0.04669611786054731
kurto_mag,-0.10920090320445723,0.09423604779336808
skew_mag,-0.31480790980192935,0.04133969132942706
