PH1,mean,std
med_sev,3.0,0.0
kurto_sev,1.9160990558734412,1.2403290200554125
skew_sev,1.217548407162147,0.1461292328853905
perc10_sev,0.0,0.0
perc90_sev,10.64000000000001,0.47159304490206694
med_mag,4.9949489742783175,0.02201691068203736
kurto_mag,0.0937288836637239,0.16674269532966954
skew_mag,-0.2104627664461165,0.04925979040153435
perc10_mag,4.472135954999578,1.7763568394002505e-15
perc90_mag,5.385164807134502,1.7763568394002505e-15
med_interv,33.75,0.698212002188447
kurto_interv,7.57337089676884,3.7442877463928816
skew_interv,2.149608497734254,0.26367449041088453
perc10_interv,15.0,0.0
perc90_interv,84.10499999999999,2.118838125010975
,,
PH2,mean,std
med_sev,4.7,0.45825756949558405
kurto_sev,11.304861215625118,9.895611321460743
skew_sev,2.369249055636727,0.8429794027984296
perc10_sev,1.0,0.0
perc90_sev,13.0,0.8366600265340756
med_mag,4.989897948556636,0.030306154330093264
kurto_mag,0.03374883853097359,0.21383733754288337
skew_mag,-0.2352237140098349,0.07621997730709693
perc10_mag,4.477657941997391,0.02406978329101248
perc90_mag,5.40081513768042,0.03026825890870833
med_interv,147.35,6.6372057373566475
kurto_interv,9.973705114520216,2.72650650989428
skew_interv,2.6591733301412255,0.3271227578890165
perc10_interv,35.205000000000005,2.9277081480229543
perc90_interv,508.66500000000025,24.82978604418487
,,
PH3,mean,std
med_sev,4.9,0.30000000000000004
kurto_sev,-1.0582721057733697,0.03849953463539054
skew_sev,0.41755340259234835,0.03385344825725767
perc10_sev,1.0,0.0
perc90_sev,11.85,0.3570714214271423
med_mag,4.9949489742783175,0.02201691068203736
kurto_mag,0.07550827390060603,0.11347071566501438
skew_mag,-0.22271005079878708,0.04522275497532489
perc10_mag,4.472135954999578,1.7763568394002505e-15
perc90_mag,5.385164807134502,1.7763568394002505e-15
med_interv,18.9,0.2999999999999999
kurto_interv,7.352047777075372,1.9762207350002268
skew_interv,2.2609990311736023,0.1661004284930022
