detector,mean_n_detect,mean_n_TP,mean_n_FP,mean_delay,std_n_detect,std_n_TP,std_n_FP,std_delay
DDM4,1637.9,47.45,1590.45,187.2025353545842,46.32051381407594,1.4654350889752843,45.0471697224143,6.897992056931359
DDM5,51.7,1.3,50.4,246.40625,22.02067210600076,0.9539392014169457,21.152777595389217,42.54286925944687
DDM6,217.3,17.95,199.35,419.12187127418804,12.692911407553432,4.200892762258993,12.931647226861704,13.54703410584245
DDM7,217.3,17.95,199.35,419.12187127418804,12.692911407553432,4.200892762258993,12.931647226861704,13.54703410584245
DDM8,1143.65,50.0,1093.65,245.58599999999996,13.679455398516419,0.0,13.679455398516419,7.792979147925396
DDM9,694.25,45.35,648.9,343.91620093347285,30.813755045433847,1.9817921182606413,29.921397026208517,10.230933325662658
DDM10,15.65,0.55,15.1,410.1666666666667,8.16869022548903,0.6689544080129826,7.803204469959761,54.15820446720064
SeqDrift21,251.65,99.55,152.1,168.70460729746443,5.424711973920828,0.5894913061275798,5.6204981985585585,8.884037483976504
SeqDrift22,243.35,99.3,144.05,170.25218511647083,6.182839153657485,0.8426149773176358,6.391204894227692,10.124432315153443
SeqDrift23,234.85,98.85,136.0,175.85387145173596,6.018928476066151,0.7921489758877429,6.196773353931867,10.47138755000605
SeqDrift24,225.1,98.25,126.85,181.45271483241845,5.127377497317708,1.1346805717910218,5.284647575761321,11.071783341339449
SeqDrift25,212.5,96.75,115.75,196.57501454912375,3.6674241641784495,1.7571283390805579,3.3147398087934445,10.086905806645495
SeqDrift26,202.2,92.85,109.35,212.8958222920412,3.5721142198983498,2.612948526090784,2.95423424934449,9.77351867956435
SeqDrift27,189.0,84.45,104.55,237.077553193897,4.03732584763727,3.5703641270884408,2.108909670896314,8.258392170207832
SeqDrift28,175.65,73.4,102.25,252.90789391377666,5.5161127617190715,5.360970061472084,1.9968725547715858,8.182375306044774
SeqDrift29,124.75,29.75,95.0,240.61614980590292,6.073508047249135,6.1634000356945835,2.280350850198276,21.702832927209524
SeqDrift210,227.85,100.0,127.85,288.8,4.475209492303125,0.0,4.475209492303125,9.14111590562115
SeqDrift211,224.45,100.0,124.45,292.9,4.455053310567674,0.0,4.455053310567675,8.954886933959578
SeqDrift212,220.6,99.95,120.65,299.55151515151516,3.5270384177096794,0.21794494717703367,3.5110539728121526,7.025309093586017
SeqDrift213,215.85,99.95,115.9,304.6545454545454,3.7050641020095725,0.21794494717703367,3.6728735344413916,7.1104393048135925
SeqDrift214,210.85,99.9,110.95,311.60808080808084,2.971110903349116,0.30000000000000004,2.991237202229205,6.820337556698161
SeqDrift215,206.15,99.6,106.55,318.87907647907645,2.5743931323712004,0.5830951894845301,2.5975950415721076,6.554071818264911
SeqDrift216,203.05,99.05,104.0,324.7833436404865,1.961504524593303,0.8046738469715541,2.258317958127243,6.914034361724246
SeqDrift217,201.1,98.65,102.45,326.7296178171362,1.4798648586948742,1.0136567466356645,2.0609463845524947,6.448544390836432
SeqDrift218,193.95,95.9,98.05,321.70575000096204,2.108909670896314,1.1357816691600546,1.774119499921017,6.969162657648134
