detector,mean_n_detect,mean_n_TP,mean_n_FP,mean_delay,std_n_detect,std_n_TP,std_n_FP,std_delay
DDM6,54.55,5.85,48.7,419.1150865800866,8.505733360504548,2.17428149051589,8.1,29.849524214133503
DDM7,54.55,5.85,48.7,419.1150865800866,8.505733360504548,2.17428149051589,8.1,29.849524214133503
DDM8,1056.7,49.9,1006.8,260.58552220888356,19.115700353374447,0.4358898943540673,19.069871525524235,11.3030815899907
DDM9,445.9,40.15,405.75,358.6001543636153,19.621162045098142,2.8683619018526936,18.61148838755246,12.650688232092005
DDM10,62.0,5.6,56.4,396.91932539682546,12.891857895586655,2.1071307505705477,11.766052864066182,33.43390127817042
SeqDrift21,199.65,86.15,113.5,238.93408728229036,4.952524608722303,2.8155816450602176,4.283689998120779,13.197074770784784
SeqDrift22,194.4,82.75,111.65,240.63572016977554,5.851495535331117,3.2996211903792836,4.350574674683794,12.787903811761458
SeqDrift23,184.3,77.0,107.3,246.31459228700902,6.277738446287803,3.794733192202055,4.775981574503821,12.413453200277488
SeqDrift24,173.35,70.85,102.5,250.5190681749606,4.767336782733102,3.953163290328392,3.2939338184001206,10.629376617428342
SeqDrift25,152.85,57.5,95.35,241.64249217416915,5.960494945891658,3.788139384975162,3.7453304260105007,15.220503819421948
SeqDrift26,135.45,49.05,86.4,213.53696679142726,5.408095783175442,5.295989048327045,4.532107677449864,14.141614916513886
SeqDrift27,119.5,44.7,74.8,171.25914072576555,3.626292872893749,4.744470465710584,5.124451190127583,15.925965728944568
SeqDrift28,111.85,45.65,66.2,141.70155145977,3.1823733281939126,4.3159587579123135,5.509990925582365,13.26360257739882
SeqDrift29,101.95,56.7,45.25,106.28742077326578,1.4654350889752843,3.7828560638755473,3.871369266809871,3.6555812583849994
SeqDrift210,199.55,94.95,104.6,284.5036749621544,3.694252292413175,1.3955285736952863,3.786819245752297,9.442993421728051
SeqDrift211,197.7,93.9,103.8,283.2077166449834,3.6482872693909396,1.6401219466856725,3.641428291206625,9.221843255996621
SeqDrift212,194.55,93.5,101.05,280.14263536480587,3.278337993557101,1.8303005217723127,3.4853263835686894,9.457585667396271
SeqDrift213,190.45,91.9,98.55,276.8820294974352,2.783433131943356,2.022374841615669,3.089902911096076,8.882918884066209
SeqDrift214,183.65,89.0,94.65,267.8732628054601,3.5535193822462827,2.258317958127243,4.475209492303126,10.035176509272407
SeqDrift215,175.5,85.95,89.55,257.7945829590181,2.9410882339705484,2.4181604578687494,3.734635189680513,9.45457782999096
SeqDrift216,164.8,82.35,82.45,243.52538295814097,3.749666651850535,2.669737814842499,3.9556921012636965,9.048610472282611
SeqDrift217,156.1,79.3,76.8,228.87923001485575,3.806573262134856,2.98496231131986,4.032369030731191,10.939317302072235
SeqDrift218,130.7,71.7,59.0,189.59512140702643,4.517742799230607,3.0512292604784714,3.9749213828703582,11.364390300773884
