detector,mean_n_detect,mean_n_TP,mean_n_FP,mean_delay,std_n_detect,std_n_TP,std_n_FP,std_delay
PH1,499.2,57.55,441.65,55.65576709915471,18.998947339260667,2.108909670896314,18.298292270045312,11.80163351056856
PH2,50.3,49.9,0.4,7.214265306122449,0.5567764362830021,0.3,0.66332495807108,0.3014042789321356
PH3,1364.35,88.8,1275.55,123.3051041857569,43.30966982095338,2.6758176320519302,42.07312087307049,10.098726286888905
PH4,59.4,49.7,9.7,3.2335102040816324,2.3958297101421877,0.45825756949558394,2.511971337416094,0.19262564228957654
PH5,92.4,49.95,42.45,6.716423669467789,9.393614852653903,0.864580823289529,9.156828053425487,3.5919424932968753
PH6,50.05,50.0,0.05,8.576000000000002,0.21794494717703367,0.0,0.21794494717703364,0.5120390610099975
PH7,337.65,57.45,280.2,77.54542170375964,34.45471665824579,3.968311983702894,31.278746777964106,18.37168466041748
PH8,54.55,49.65,4.9,3.403673469387755,1.8020821290940099,0.4769696007084729,1.786057109949175,0.20440174893763263
PH9,494.2,58.4,435.8,59.89135969299082,22.983907413666635,2.1540659228538015,21.878299751123258,11.658342453933614
PH10,50.3,49.9,0.4,7.214265306122449,0.5567764362830021,0.3,0.66332495807108,0.3014042789321356
PH11,1239.4,89.4,1150.0,125.38178199797218,39.08631474058408,3.1208973068654466,37.3563916887057,11.270627891006086
PH12,57.4,49.7,7.7,3.239448979591837,1.9849433241279208,0.45825756949558394,2.12367605815953,0.19418709017123456
PH13,92.0,49.95,42.05,6.728359943977591,9.23038460737146,0.864580823289529,8.991523786322317,3.5849068964846516
PH14,50.05,50.0,0.05,8.576000000000002,0.21794494717703367,0.0,0.21794494717703364,0.5120390610099975
PH15,317.4,57.2,260.2,75.50279344599127,29.49813553430115,3.9319206502674997,26.977027263951822,15.412913227527289
PH16,53.95,49.65,4.3,3.4046734693877547,1.6874537030686203,0.4769696007084729,1.7349351572897471,0.20295745374335844
ADWIN1,100.15,100.0,0.15,43.02000000000001,0.47696960070847283,0.0,0.47696960070847283,1.001119373501483
ADWIN2,100.1,100.0,0.1,44.07600000000001,0.30000000000000004,0.0,0.30000000000000004,1.0392612760995177
ADWIN3,100.0,100.0,0.0,45.052,0.0,0.0,0.0,1.1709551656660457
ADWIN4,100.0,100.0,0.0,46.220000000000006,0.0,0.0,0.0,1.1664647444307938
ADWIN5,100.0,100.0,0.0,48.732000000000006,0.0,0.0,0.0,0.9567946488144682
ADWIN6,100.0,100.0,0.0,51.355999999999995,0.0,0.0,0.0,0.8798545334315221
ADWIN7,100.0,100.0,0.0,54.267999999999994,0.0,0.0,0.0,0.9857869952479575
ADWIN8,100.0,100.0,0.0,56.971999999999994,0.0,0.0,0.0,1.3624448612696234
ADWIN9,100.0,100.0,0.0,64.98799999999999,0.0,0.0,0.0,1.2033021233256422
DDM1,1050.7,51.5,999.2,50.538816097024196,15.14958745312888,1.2041594578792296,15.513220168617476,4.696261409710152
DDM2,1050.7,51.5,999.2,50.538816097024196,15.14958745312888,1.2041594578792296,15.513220168617476,4.696261409710152
DDM3,1495.45,55.2,1440.25,45.88795601161728,19.34547750767605,1.9390719429665317,18.99703924299784,3.2937670552318092
