detector,mean_n_detect,mean_n_TP,mean_n_FP,mean_delay,std_n_detect,std_n_TP,std_n_FP,std_delay
PH1,2281.85,100.0,2181.85,43.92649999999999,42.49267583949027,0.0,42.49267583949027,3.948415220059816
PH2,446.85,79.4,367.45,124.49029484415533,20.187310370626395,3.184336665618131,17.576902457486646,11.829325225406317
PH3,4212.35,100.0,4112.35,18.5605,32.1267411979491,0.0,32.1267411979491,1.5629858444656497
PH4,2838.85,100.0,2738.85,31.365000000000002,38.112038780416874,0.0,38.112038780416874,3.208910251160041
PH5,1496.65,99.45,1397.2,73.63615718408576,32.3253383586313,0.6689544080129826,32.172348375584896,6.002724685998068
PH6,149.15,56.0,93.15,99.26196222607442,14.526785604530687,3.591656999213594,11.879709592410077,14.97553036780755
PH7,3376.25,100.0,3276.25,25.605,45.84525602502401,0.0,45.84525602502401,2.793196197906621
PH8,2055.25,100.0,1955.25,46.92100000000001,37.67874069020885,0.0,37.67874069020885,5.0455850998670115
PH9,1929.9,100.0,1829.9,46.354,24.445654010478016,0.0,24.445654010478016,3.2651989219647866
PH10,423.3,79.35,343.95,125.17701074194447,19.34192337902309,3.213642792844283,16.815097383006737,9.95785402645303
PH11,2801.25,100.0,2701.25,23.755,13.769077674267075,0.0,13.769077674267075,1.6113208867261661
PH12,2076.4,100.0,1976.4,35.048,25.31481779511755,0.0,25.31481779511755,2.9213363380480515
PH13,1341.8,99.5,1242.3,74.84764192949908,27.6,0.6708203932499369,27.599094188034503,7.311322451375543
PH14,146.5,56.1,90.4,99.06491992338822,14.45856147754679,3.672873534441391,12.009995836801941,14.963912869862826
PH15,2415.95,100.0,2315.95,29.484500000000004,24.181552886446315,0.0,24.181552886446315,2.6140169758438834
PH16,1632.3,100.0,1532.3,49.90650000000001,25.17756938228947,0.0,25.17756938228947,4.502018741631359
ADWIN1,100.15,96.85,3.3,257.29413817690204,0.7262919523166974,2.1277922830953213,2.4103941586387903,9.755284345431663
ADWIN2,99.75,95.5,4.25,265.2658136792663,0.698212002188447,2.7294688127912363,2.6052830940226053,8.06499220689775
ADWIN3,99.35,93.7,5.65,278.25738571088675,0.7921489758877429,3.1796226191169294,2.9878922336657325,10.35740251918212
ADWIN4,99.0,90.35,8.65,293.0706007447317,0.8944271909999159,4.54175076374739,4.552746423863293,12.443491873112862
ADWIN5,97.55,82.25,15.3,314.3364280523178,1.774119499921017,5.769532043415653,5.631163290120435,10.452869635272705
ADWIN6,94.2,70.45,23.75,327.90439072251854,2.7856776554368237,7.130743299264109,5.620275793944635,11.16143587008025
ADWIN7,88.0,53.25,34.75,334.1891462396309,4.449719092257398,8.78564169540279,6.518243628463115,17.056492492578375
ADWIN8,80.8,38.6,42.2,331.3533432025077,4.057092555020159,7.895568377260753,6.477653896280659,22.36300280305388
ADWIN9,58.55,21.75,36.8,267.59227149287324,4.341370751271999,5.242852277148384,5.929586832149437,27.893224221736073
DDM1,2.6,1.2,1.4,304.23611111111114,1.6552945357246849,1.2083045973594573,1.6852299546352716,110.46851944595007
DDM2,2.6,1.2,1.4,304.23611111111114,1.6552945357246849,1.2083045973594573,1.6852299546352716,110.46851944595007
DDM3,395.95,55.95,340.0,133.5467632018918,20.59484158715478,3.2322592717787972,19.644337606547083,13.18473174636664
DDM4,37.85,15.65,22.2,239.4432362900687,5.824731753480155,2.056088519495209,4.8538644398046396,44.16138722308858
DDM5,12.1,5.6,6.5,266.2983333333333,2.7910571473905725,1.6248076809271923,2.3769728648009427,54.12404262689343
DDM6,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan
DDM7,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan
DDM8,3.4,1.8,1.6,266.6372549019608,1.2409673645990857,1.2083045973594573,0.7348469228349535,106.3355189906006
DDM9,0.25,0.15,0.1,327.25,0.5361902647381804,0.47696960070847283,0.30000000000000004,84.25
DDM10,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan
SeqDrift21,89.3,81.4,7.9,169.75581545928134,5.806031346797915,6.807348970047003,2.2781571499789037,7.544434185287402
SeqDrift22,83.35,75.1,8.25,173.19202627431258,6.680381725620176,7.924014134263013,2.8613807855648994,6.86781375654568
SeqDrift23,75.7,68.3,7.4,178.47583590575692,5.9506302187247355,7.078841713161836,2.8530685235374214,9.768401771175386
SeqDrift24,58.9,51.35,7.55,184.97575450344476,10.173003489628812,10.350241543075214,1.8296174463531987,11.576132231585277
SeqDrift25,32.05,26.75,5.3,194.1651321312092,8.14539747342019,7.911226200785817,1.452583904633395,20.233256328594525
SeqDrift26,16.65,13.2,3.45,208.46608852258856,6.980508577460527,6.4621977685614045,1.0712142642814275,36.220249978904285
SeqDrift27,4.9,3.65,1.25,251.54856711915534,4.170131892398609,3.511053972812152,1.3738631664034087,94.97986864400087
SeqDrift28,1.8,1.35,0.45,242.05454545454543,2.1354156504062622,1.7684739183827394,0.6689544080129827,108.89086582977023
SeqDrift29,0.05,0.05,0.0,199.0,0.21794494717703364,0.21794494717703364,0.0,0.0
SeqDrift210,102.1,95.15,6.95,197.5028648204864,2.233830790368868,2.43464576478797,2.3764469276632285,8.33792388611309
SeqDrift211,101.55,94.4,7.15,200.1170515829531,2.011839953873071,2.690724809414742,2.286372673034735,8.51472060578942
SeqDrift212,99.95,93.05,6.9,204.48696855448972,2.7290108097990378,2.991237202229205,2.233830790368868,7.577999932920327
SeqDrift213,97.55,90.9,6.65,210.56648397854116,2.991237202229205,3.858756276314947,2.0316249653910043,7.482217217985968
SeqDrift214,91.9,83.45,8.45,218.05230259741066,5.61159513863928,5.774729430891113,2.8191310718020897,7.317780558710903
SeqDrift215,81.25,71.85,9.4,225.76310351635206,9.45978329561518,9.665790190150002,2.244994432064365,7.546549680728986
SeqDrift216,61.0,52.05,8.95,233.40141769764892,10.69579356569675,10.693339048211275,1.8567444627627139,15.539129544138019
SeqDrift217,42.4,35.3,7.1,238.8588830592252,13.792751719653335,13.027279071241239,2.3853720883753127,20.279679640659825
SeqDrift218,7.65,6.25,1.4,230.20111046361046,4.150602365922325,3.84545185901475,1.0677078252031311,33.31819217477307
