detector,mean_n_detect,mean_n_TP,mean_n_FP,mean_delay,std_n_detect,std_n_TP,std_n_FP,std_delay
PH1,3203.9,99.55,3104.35,37.69684188827047,45.38601106067816,0.6689544080129826,44.98030124398902,4.148873736121474
PH2,286.9,52.35,234.55,88.3172379943736,30.55961387190617,1.6515144564913744,29.15900375527257,8.715807261630463
PH3,6038.45,100.0,5938.45,16.0075,43.083030301964605,0.0,43.083030301964605,0.878998720135587
PH4,3803.65,100.0,3703.65,26.484,41.50454794356879,0.0,41.50454794356879,2.5769990298795222
PH5,1998.55,95.85,1902.7,66.15892738554247,51.6260350985818,2.495495942693556,49.88897673835373,6.555092699432059
PH6,98.45,48.5,49.95,121.88388254765366,5.8006465156911595,1.118033988749895,5.903177110675234,11.204953007670644
PH7,4702.7,100.0,4602.7,21.157000000000004,49.02050591334202,0.0,49.02050591334202,1.4780531113596695
PH8,2603.6,99.4,2504.2,46.50706081220366,49.29239292223496,0.66332495807108,49.253020211962635,4.445045051707281
PH9,2757.15,99.8,2657.35,39.37151515151515,36.45308628909218,0.39999999999999997,36.29225123907306,4.693482470864878
PH10,274.15,52.3,221.85,89.41904599128969,28.702395370421613,1.676305461424021,27.30434947036827,9.693256597384522
PH11,4092.2,100.0,3992.2,20.369999999999997,18.184058952830085,0.0,18.184058952830085,1.0585414493537795
PH12,2845.75,100.0,2745.75,30.0305,24.30200609003298,0.0,24.30200609003298,2.775480994350349
PH13,1816.5,95.8,1720.7,67.52939250360937,33.798668612831484,2.2045407685048604,32.64521404432815,7.460847664152261
PH14,96.4,48.55,47.85,121.95050991775062,5.756735185849702,1.0712142642814275,5.968877616436778,10.18518659987285
PH15,3442.25,100.0,3342.25,24.989,21.669967697253266,0.0,21.669967697253266,1.6892184583410164
PH16,2091.45,99.35,1992.1,48.924211708925995,39.43662637701151,0.653834841531101,39.286002596344666,6.002113679789288
ADWIN1,111.15,93.55,17.6,170.1758386134581,1.49248115565993,2.3764469276632285,2.817800560721074,8.8292101296797
ADWIN2,108.85,94.5,14.35,174.3579068977072,1.878163997099295,1.91049731745428,3.0376800358168077,6.761977515179877
ADWIN3,106.4,95.3,11.1,182.34260766882375,2.2,2.431049156228644,3.845776904605882,7.7801427895341435
ADWIN4,103.75,96.6,7.15,194.42308071898395,2.0706279240848655,1.9078784028338915,3.2446109165815242,7.04227657886908
ADWIN5,101.5,98.0,3.5,214.29620221868322,1.396424004376894,1.2649110640673518,2.1563858652847827,6.823310375496017
ADWIN6,100.45,99.05,1.4,234.1696274421046,0.739932429347437,0.9205976319760986,1.3928388277184118,9.120263435239805
ADWIN7,100.1,99.5,0.6,259.7089062049062,0.30000000000000004,0.6708203932499369,0.8602325267042626,9.401060183848628
ADWIN8,100.05,99.65,0.4,281.0472224283653,0.21794494717703367,0.6538348415311009,0.66332495807108,12.133274559005804
ADWIN9,100.0,97.5,2.5,338.1824069380675,0.0,1.2449899597988732,1.2449899597988732,7.236011112713457
DDM1,22.6,4.45,18.15,341.2969642857143,5.379591062525106,1.8296174463531987,4.932291556670185,33.6570897283849
DDM2,22.6,4.45,18.15,341.2969642857143,5.379591062525106,1.8296174463531987,4.932291556670185,33.6570897283849
DDM3,1143.05,56.15,1086.9,154.1977563679484,31.67408246500599,2.0068632240389475,31.67001736658823,7.7164571846543595
DDM4,230.95,32.65,198.3,320.8165944079985,13.46653259009163,3.745330426010501,12.389915253947462,16.132946559034362
DDM5,67.25,11.25,56.0,330.32619726678547,8.91557625731506,2.8262165522125158,7.726577508832744,32.26169785578143
DDM6,0.05,0.0,0.05,nan,0.21794494717703364,0.0,0.21794494717703364,nan
DDM7,0.05,0.0,0.05,nan,0.21794494717703364,0.0,0.21794494717703364,nan
DDM8,50.3,9.05,41.25,373.3568886668887,7.163099887618489,2.5194245374688244,7.027624065073487,25.274109918214517
DDM9,2.85,0.3,2.55,340.8333333333333,1.878163997099295,0.45825756949558394,1.8020821290940099,100.577361048874
DDM10,0.4,0.0,0.4,nan,0.7348469228349535,0.0,0.7348469228349535,nan
SeqDrift21,113.35,78.0,35.35,141.60105997947807,4.198511641046147,4.03732584763727,5.160184105242759,8.256474224688809
SeqDrift22,110.35,79.15,31.2,141.0078000937291,3.395217224272992,3.365635155509284,4.214261501141095,6.661659874306698
SeqDrift23,108.15,81.75,26.4,141.2801974880583,2.725344014982329,3.1603006186120965,3.352610922848042,5.35649932028778
SeqDrift24,105.5,84.05,21.45,144.6035157185523,2.2693611435820435,2.6358110706194404,2.597595041572107,4.115442510278988
SeqDrift25,103.2,88.9,14.3,153.93454507504657,1.6613247725836147,2.9478805945967346,2.98496231131986,5.892455610363379
SeqDrift26,101.4,91.85,9.55,166.07596882406853,0.9695359714832658,2.7617928959282954,2.654712790491657,5.316034126219563
SeqDrift27,100.65,95.3,5.35,184.29266176947505,0.7262919523166974,2.0760539492026697,2.2197972880423116,6.296798580686286
SeqDrift28,100.2,96.5,3.7,199.55819980447478,0.39999999999999997,2.0124611797498106,2.1,5.872536988027606
SeqDrift29,96.3,91.5,4.8,259.9703125940544,5.814636704042653,6.272957835024878,2.9257477676655586,10.728774044710505
SeqDrift210,126.95,85.05,41.9,178.97460574711747,3.7878093933037342,4.030818775385468,6.20403094769844,6.818001552726426
SeqDrift211,123.2,86.25,36.95,176.2052405374835,3.695943722515265,4.085033659592048,5.8691992639541555,5.924675862427091
